t,F(t)
6.84,0
6.86,0
6.88,0
6.9,0
6.92,0
6.94,0
6.96,0
6.98,0
7,0
7.02,0
7.04,0
7.06,0
7.08,0
7.1,0
7.12,0
7.14,0
7.16,0
7.18,0
7.2,0
7.22,0
7.24,0
7.26,0
7.28,0
7.3,0
7.32,0
7.34,0
7.36,0
7.38,0
7.4,0
7.42,0
7.44,0
7.46,0
7.48,0
7.5,0
7.52,-2.186669
7.54,-2.186669
7.56,-2.186669
7.58,-2.186669
7.6,-2.186669
7.62,-2.186669
7.64,-2.186669
7.66,-2.186669
7.68,-2.186669
7.7,-2.186664
7.72,-2.186669
7.74,-2.186664
7.76,-2.186669
7.78,-2.186664
7.8,-2.186669
7.82,-2.186664
7.84,-2.186669
7.86,-2.186664
7.88,-2.186669
7.9,-2.186664
7.92,-2.186669
7.94,-2.186664
7.96,-2.186669
7.98,-2.186664
8,-2.186669
8.02,-2.186664
8.04,-2.186669
8.059999,-2.186664
8.08,-2.186669
8.099999,-2.186664
8.12,-2.186669
8.139999,-2.186664
8.16,-2.186669
8.179999,-2.186664
8.2,-2.186669
8.22,-2.186664
8.24,-2.186669
8.26,-2.186664
8.28,-2.186669
8.3,-2.186664
8.32,-2.186669
8.34,-2.186664
8.36,-2.186669
8.38,-2.186664
8.4,-2.186669
8.42,-2.186664
8.44,-2.186669
8.46,-2.186664
8.48,-2.186669
8.5,-2.186664
8.52,-2.186669
8.54,-2.186669
8.559999,-2.186669
8.58,-2.186669
8.599999,-2.186669
8.62,-2.186669
8.639999,-2.186669
8.66,-2.186669
8.679999,-2.186669
8.7,-2.186669
8.72,-2.186669
8.74,-2.186669
8.76,-2.186669
8.78,-2.186669
8.8,-2.186669
8.82,-2.186669
8.84,-2.186669
8.86,-2.186669
8.88,-2.186669
8.9,-2.186669
8.92,-2.186669
8.94,-2.186669
8.96,-2.186669
8.98,-2.186669
9,-2.186669
9.02,-2.186669
9.04,-2.186669
9.059999,-2.186669
9.08,-2.186669
9.099999,-2.186669
9.12,-2.186669
9.139999,-2.186669
9.16,-2.186669
9.179999,-2.186669
9.2,-2.186669
9.22,-2.186669
9.24,-2.186669
9.26,-2.186669
9.28,-2.186669
9.3,-2.186669
9.32,-2.186669
9.34,-2.186669
9.36,-2.186669
9.38,-2.186669
9.4,-2.186669
9.42,-2.186669
9.44,-2.186669
9.46,-2.186669
9.48,-2.186669
9.5,-2.186669
9.52,-2.186669
9.54,-2.186669
9.559999,-2.186669
9.58,-2.186669
9.599999,-2.186669
9.62,-2.186669
9.639999,-2.186669
9.66,-2.186669
9.679999,-2.186669
9.7,-2.186669
9.719999,-2.186669
9.74,-2.186669
9.76,-2.186669
9.78,-2.186669
9.8,-2.186669
9.82,-2.186669
9.84,-2.186669
9.86,-2.186669
9.88,-2.186669
9.9,-2.186669
9.92,-2.186669
9.94,-2.186669
9.96,-2.186669
9.98,-2.186669
10,-2.186669
10.02,-2.186669
10.04,-2.186669
10.06,-2.186669
10.08,-2.186669
10.1,-2.186669
10.12,-2.186669
10.14,-2.186669
10.16,-2.186669
10.18,-2.186669
10.2,-2.186669
10.22,-2.186669
10.24,-2.186669
10.26,-2.186669
10.28,-2.186669
10.3,-2.186669
10.32,-2.186669
10.34,-2.186669
10.36,-2.186669
10.38,-2.186669
10.4,-2.186669
10.42,-2.186669
10.44,-2.186669
10.46,-2.186669
10.48,-2.186669
10.5,-2.186669
10.52,-2.186669
10.54,-2.186669
10.56,-2.186669
10.58,-2.186669
10.6,-2.186669
10.62,-2.186669
10.64,-2.186669
10.66,-2.186669
10.68,-2.186669
10.7,-2.186669
10.72,-2.186669
10.74,-2.186669
10.76,-2.186669
10.78,-2.186669
10.8,-2.186669
10.82,-2.186669
10.84,-2.186669
10.86,-2.186669
10.88,-2.186669
10.9,-2.186669
10.92,-2.186669
10.94,-2.186669
10.96,-2.186669
10.98,-2.186669
11,-2.186669
11.02,-2.186669
11.04,-2.186669
11.06,-2.186669
11.08,-2.186669
11.1,-2.186669
11.12,-2.186669
11.14,-2.186669
11.16,-2.186669
11.18,-2.186669
11.2,-2.186669
11.22,-2.186669
11.24,-2.186669
11.26,-2.186669
11.28,-2.186669
11.3,-2.186669
11.32,-2.186669
11.34,-2.186669
11.36,-2.186669
11.38,-2.186669
11.4,-2.186669
11.42,-2.186669
11.44,-2.186669
11.46,-2.186669
11.48,-2.186669
11.5,-2.186669
11.52,-2.186669
11.54,-2.186669
11.56,-2.186669
11.58,-2.186669
11.6,-2.186669
11.62,-2.186669
11.64,-2.186669
11.66,-2.186669
11.68,-2.186669
11.7,-2.186669
11.72,-2.186669
11.74,-2.186669
11.76,-2.186669
11.78,-2.186669
11.8,-2.186669
11.82,-2.186669
11.84,-2.186669
11.86,-2.186669
11.88,-2.186669
11.9,-2.186669
11.92,-2.186669
11.94,-2.186669
11.96,-2.186669
11.98,-2.186669
12,-2.186669
12.02,-2.186669
12.04,-2.186669
12.06,-2.186669
12.08,-2.186669
12.1,-2.186669
12.12,-2.186669
12.14,-2.186669
12.16,-2.186669
12.18,-2.186669
12.2,-2.186669
12.22,-2.186669
12.24,-2.186669
12.26,-2.186669
12.28,-2.186669
12.3,-2.186669
12.32,-2.186669
12.34,-2.186669
12.36,-2.186669
12.38,-2.186669
12.4,-2.186669
12.42,-2.186669
12.44,-2.186669
12.46,-2.186669
12.48,-2.186669
12.5,-2.186669
12.52,-2.186669
12.54,-2.186669
12.56,-2.186669
12.58,-2.186669
12.6,-2.186669
12.62,-2.186669
